frame	time	x	y	burst
87125	34	139	161	0
87126	79	139	161	0
87127	120	139	161	0
87128	164	139	161	0
87129	207	138	162	0
87130	248	136	162	0
87131	291	135	162	0
87132	336	133	162	0
87133	377	131	162	0
87134	420	128	163	0
87135	468	128	163	0
87136	575	128	163	0
87137	637	128	163	0
87138	684	128	163	0
87139	729	128	164	0
87140	775	128	165	0
87141	822	130	166	0
87142	866	131	166	0
87143	912	132	167	0
87144	956	136	168	0
87145	998	137	167	0
87146	1042	138	167	0
87147	1086	139	166	0
87148	1127	139	166	0
87149	1170	141	165	0
87150	1212	143	165	0
87151	1255	143	165	0
87152	1299	146	164	0
87153	1343	146	164	0
87154	1384	149	163	0
87155	1428	150	163	0
87156	1470	153	162	0
87157	1515	154	162	0
87158	1559	155	162	0
87159	1602	157	161	0
87160	1704	157	161	0
87161	1762	157	161	0
87162	1805	158	161	0
87163	1850	158	160	0
87164	1892	158	159	0
87165	1936	157	159	0
87166	1977	156	159	0
87167	2019	155	158	0
87168	2060	155	157	0
87169	2104	155	157	0
87170	2145	155	155	0
87171	2189	155	155	0
87172	2230	155	155	0
87173	2274	155	154	0
87174	2316	156	153	0
87175	2366	157	152	0
87176	2412	160	150	0
87177	2454	161	149	0
87178	2498	164	146	0
87179	2542	166	145	0
87180	2584	169	142	0
87181	2627	173	139	0
87182	2670	174	138	0
87183	2711	178	136	0
87184	2763	180	134	0
87185	2806	182	133	0
87186	2853	187	130	0
87187	2897	191	128	0
87188	2944	192	127	0
87189	2985	196	124	0
87190	3033	198	123	0
87191	3103	204	119	0
87192	3156	206	119	0
87193	3200	210	117	0
87194	3242	213	117	0
87195	3284	216	116	0
87196	3329	219	116	0
87197	3374	221	116	0
87198	3415	227	115	0
87199	3468	229	115	0
87200	3512	235	114	0
87201	3564	237	114	0
87202	3608	240	114	0
87203	3649	246	114	0
87204	3701	252	115	0
87205	3745	254	115	0
87206	3804	260	115	0
87207	3845	263	115	0
87208	3900	268	115	0
87209	3941	270	116	0
87210	3987	272	116	0
87211	4028	274	116	0
87212	4071	276	116	0
87213	4121	281	117	0
87214	4163	284	118	0
87215	4207	286	119	0
87216	4248	290	119	0
87217	4290	294	120	0
87218	4333	296	121	0
87219	4377	299	123	0
87220	4418	300	124	0
87221	4460	302	126	0
87222	4507	304	127	0
87223	4549	309	130	0
87224	4597	311	132	0
87225	4641	313	134	0
87226	4700	320	140	0
87227	4741	322	141	0
87228	4800	325	144	0
87229	4868	327	147	0
87230	4909	328	148	0
87231	4952	331	151	0
87232	4994	332	153	0
87233	5037	334	154	0
87234	5084	336	157	0
87235	5126	337	158	0
87236	5170	338	160	0
87237	5211	339	160	0
87238	5253	339	160	0
87239	5296	339	159	0
87240	5338	339	159	0
87241	5379	339	158	0
87242	5426	341	156	0
87243	5471	343	154	0
87244	5533	349	150	0
87245	5600	354	146	0
87246	5641	356	145	0
87247	5686	357	144	0
87248	5735	359	142	0
87249	5780	360	141	0
87250	5821	363	139	0
87251	5867	365	137	0
87252	5911	369	134	0
87253	5959	370	134	0
87254	6001	371	134	0
87255	6042	377	130	0
87256	6083	378	130	0
87257	6125	379	129	0
87258	6175	381	128	0
87259	6216	384	126	0
87260	6267	386	125	0
87261	6313	388	124	0
87262	6367	391	122	0
87263	6408	393	121	0
87264	6469	394	120	0
87265	6510	394	120	0
87266	6552	394	120	0
87267	6594	394	120	0
87268	6640	394	120	0
87269	6701	394	120	0
87270	6742	394	120	0
87271	6788	394	120	0
87272	6832	394	120	0
87273	6882	393	122	0
87274	6931	393	122	0
87275	6973	393	123	0
87276	7017	392	124	0
87277	7059	391	124	0
87278	7105	391	125	0
87279	7146	392	128	0
87280	7188	392	129	0
87281	7234	392	131	0
87282	7276	392	132	0
87283	7317	392	136	0
87284	7363	393	139	0
87285	7406	393	140	0
87286	7471	393	144	0
87287	7513	394	146	0
87288	7564	395	148	0
87289	7605	395	150	0
87290	7651	395	153	0
87291	7692	394	155	0
87292	7738	394	155	0
87293	7780	394	155	0
87294	7829	391	156	0
87295	7874	388	157	0
87296	7921	384	159	0
87297	7968	379	159	0
87298	8011	377	159	0
87299	8052	374	159	0
87300	8096	373	159	0
87301	8143	371	159	0
87302	8184	364	160	0
87303	8236	362	160	0
87304	8278	360	161	0
87305	8334	352	162	0
87306	8376	350	162	0
87307	8418	348	162	0
87308	8466	346	162	0
87309	8507	345	161	0
87310	8553	342	159	0
87311	8595	342	158	0
