frame	time	x	y	burst
142162	69	291	137	0
142163	123	291	137	0
142164	166	291	137	0
142165	210	291	137	0
142166	251	291	137	0
142167	293	291	137	0
142168	336	292	137	0
142169	378	292	137	0
142170	420	292	137	0
142171	465	292	137	0
142172	509	292	137	0
142173	552	292	137	0
142174	593	292	137	0
142175	639	292	137	0
142176	681	292	137	0
142177	723	292	137	0
142178	767	292	137	0
142179	808	292	137	0
142180	850	292	137	0
142181	892	292	137	0
142182	936	292	137	0
142183	982	292	137	0
142184	1024	292	137	0
142185	1070	292	137	0
142186	1111	292	137	0
142187	1152	292	137	0
142188	1196	292	137	0
142189	1241	292	137	0
142190	1283	292	137	0
142191	1325	292	137	0
142192	1369	292	137	0
142193	1410	292	137	0
142194	1452	292	137	0
142195	1495	292	137	0
142196	1541	292	137	0
142197	1583	292	137	0
142198	1624	292	137	0
142199	1668	292	137	0
142200	1712	292	137	0
142201	1755	292	137	0
142202	1797	292	137	0
142203	1840	292	137	0
142204	1882	292	137	0
142205	1924	292	137	0
142206	1969	292	137	0
142207	2010	292	137	0
142208	2073	292	137	0
142209	2115	292	137	0
142210	2157	292	137	0
142211	2200	292	137	0
142212	2241	292	137	0
142213	2283	292	137	0
142214	2326	292	137	0
142215	2369	292	137	0
142216	2411	292	137	0
142217	2474	292	137	0
142218	2515	292	137	0
142219	2571	292	137	0
142220	2612	292	137	0
142221	2655	292	137	0
142222	2698	292	137	0
142223	2741	292	137	0
142224	2783	292	137	0
142225	2824	292	137	0
142226	2869	292	137	0
142227	2911	292	137	0
142228	2953	292	137	0
142229	2995	292	137	0
142230	3039	292	137	0
142231	3082	292	137	0
142232	3124	292	137	0
142233	3168	292	137	0
142234	3211	292	137	0
142235	3252	292	137	0
142236	3296	292	137	0
142237	3339	292	137	0
142238	3380	292	137	0
142239	3424	292	137	0
142240	3467	292	137	0
142241	3508	292	137	0
142242	3553	292	137	0
142243	3596	292	137	0
142244	3637	292	137	0
142245	3684	292	137	0
