"","id","group","speed_mm_p_s","speed_cm_p_min.1","speed_cm_p_min.2","speed_cm_p_min.3","speed_cm_p_min.4","speed_cm_p_min.5","distance_traveled_p_min","number_of_walks","turning_angle","meander","activitytime_ST","act_bouts_ST","pause_duration_ST","numb_pause_ST","activitytime_TT","act_bouts_TT","pause_length_TT","numb_pauses_TT","centrophobism_moving","centrophobism_sitting","stripe_deviation"
"1","100_CSBVS_1","CS_BVS",20.0910603819856,12.0546362291914,24.1092724583827,36.1639086875741,48.2185449167654,60.2731811459568,14.3245964355028,21,5.65795269701314,0.26202790757087,251.899998903275,10.8499999046326,2.10000014305115,19,248.099998950958,10.1999999284744,1.79999995231628,23,-0.0130111524163569,0.138461538461538,25.8797916699376
"2","101_CSBVS_2","CS_BVS",10.8157810935867,6.48946865615199,12.978937312304,19.468405968456,25.957874624608,32.44734328076,1.04036330533221,0,9.90114297393266,0.894330999543731,55.199999332428,1.69999992847443,2.5,28,50.4999988079071,0.899999856948853,3.29999995231628,35,-0.771217712177122,-0.97510980966325,19.6131895877629
"3","102_CSBVS_3","CS_BVS",14.9706699217169,8.98240195303014,17.9648039060603,26.9472058590904,35.9296078121206,44.9120097651507,5.22740441769179,8,6.92255210201815,0.430769011682171,140.39999961853,2.39999997615814,1.60000014305115,25,136.499999523163,2.10000002384186,2,25,-0.324828263002944,-0.664314516129032,15.3814920107871
"4","103_CSBVS_4","CS_BVS",17.0904615487049,10.254276929223,20.5085538584459,30.7628307876689,41.0171077168919,51.2713846461148,12.3873021033588,21,5.52031750023321,0.302783097378926,272.299999713898,11.6999999284744,0.599999904632568,19,268.599999427795,17.2000000476837,2,13,0.107339449541284,0.678048780487805,22.1230826148104
"5","104_CSBVS_5","CS_BVS",15.4029943196985,9.24179659181912,18.4835931836382,27.7253897754574,36.9671863672765,46.2089829590956,9.02097673496639,4,6.76060864023109,0.415070060381822,222.10000038147,2.19999980926514,1,27,221.700000047684,2.19999992847443,2.20000004768372,23,-0.14368819080861,-0.168224299065421,21.0296000242638
"6","105_CSBVS_6","CS_BVS",13.2391503470831,7.94349020824983,15.8869804164997,23.8304706247495,31.7739608329993,39.7174510412491,2.57002568781787,2,7.44706505334847,0.522708144867707,78.8999998569489,2.25,5.29999995231628,17,77.3000001907349,1.39999985694885,6.39999997615814,22,0.158260869565217,-0.593080724876441,29.5778311466602
"7","106_CSBVS_7","CS_BVS",14.4388217911276,8.66329307467657,17.3265861493531,25.9898792240297,34.6531722987063,43.3164653733829,5.30213911209333,9,7.36721707380155,0.457335938478504,133.900000095367,7.70000004768372,2.74999988079071,14,131.5,10.7000000476837,3.5,14,-0.198173515981735,-0.882599580712788,10.5016915600937
"8","107_CSBVS_8","CS_BVS",11.9564800737272,7.17388804423633,14.3477760884727,21.521664132709,28.6955521769453,35.8694402211817,4.71252163065732,3,9.20275715317216,0.715286433837608,181.100000143051,2.29999995231628,1.25,46,187.700000524521,1.69999980926514,1.54999995231628,48,-0.108348134991119,-0.2,16.8114190185461
"9","108_CSBVS_9","CS_BVS",15.5856479727872,9.35138878367231,18.7027775673446,28.0541663510169,37.4055551346893,46.7569439183616,9.53922631489747,12,6.67105083878142,0.39440493796558,253.100000143051,7.94999992847443,1.39999985694885,27,248.900000333786,8.40000009536743,1.70000004768372,23,0.110869565217391,0.0954428202923474,20.7341593831573
"10","109_CSBVS_10","CS_BVS",13.7002318284942,8.22013909709653,16.4402781941931,24.6604172912896,32.8805563883861,41.1006954854826,8.60643537992816,17,7.08070772822939,0.475973156919619,228.000000238419,5.5,1.40000009536743,19,223.599999904633,4.94999992847443,2,24,-0.145178764897075,0.180242634315425,14.5511102343961
"11","110_CSBVS_11","CS_BVS",14.844765391328,8.90685923479683,17.8137184695937,26.7205777043905,35.6274369391873,44.5342961739841,4.27785725047661,7,6.99953069768653,0.426991820296807,128.99999833107,2.10000002384186,2.20000004768372,49,110.399999380112,1.39999997615814,2,61,-0.150462962962963,0.122019635343619,17.7220273929131
"12","111_CSBVS_12","CS_BVS",14.8846281181888,8.93077687091328,17.8615537418266,26.7923306127398,35.7231074836531,44.6538843545664,3.78483812237118,1,6.86305743235649,0.428650046423844,106.499999761581,1.70000004768372,2.75,28,103.199999570847,0.5,2.79999995231628,40,-0.161825726141079,-0.805433829973707,21.7392406266204
"13","112_CSBVS_13","CS_BVS",15.6680217038142,9.40081302228849,18.801626044577,28.2024390668655,37.603252089154,47.0040651114425,1.21661483687206,1,7.081434374919,0.479094873978223,36.8000001907349,1.75,5.35000002384186,14,32.0999994277954,0.300000071525574,5.65000009536743,26,0.0526315789473684,-0.55963963963964,19.1367360325784
"14","113_CSBVS_14","CS_BVS",17.1947763109916,10.316865786595,20.63373157319,30.9505973597849,41.2674631463799,51.5843289329749,8.03198913916398,9,6.45285858596903,0.348973245017448,184.799999713898,2.69999992847443,2.45000016689301,30,182.699999094009,2.39999997615814,4.10000002384186,28,-0.0050761421319797,-0.452190006169031,24.3283231170012
"15","114_CSBVS_15","CS_BVS",15.3690478664533,9.22142871987198,18.442857439744,27.6642861596159,36.8857148794879,46.1071435993599,9.69932854949908,10,6.95899187294343,0.427490407435165,239.400000333786,13,1.10000002384186,14,236.099999427795,12.3000000715256,2.30000019073486,15,-0.0932069510268562,-0.427536231884058,21.3481996444743
"16","115_CSBVS_16","CS_BVS",17.6200105607792,10.5720063364675,21.144012672935,31.7160190094025,42.28802534587,52.8600316823375,10.0457854504066,22,5.82495927800192,0.309213996551331,219.800000429153,6.54999995231628,0.799999952316284,24,214.500000238419,5.70000004768372,1.60000002384186,24,-0.171705647461495,-0.2542101042502,12.3701503682429
"17","116_CSBVS_17","CS_BVS",20.3738260742979,12.2242956445787,24.4485912891575,36.6728869337362,48.897182578315,61.1214782228937,10.1077425128855,22,4.98559939512285,0.235899206901709,201.599999666214,4.5,1.14999997615814,26,196.100000143051,3.04999995231628,2.39999997615814,28,-0.238701464035646,-0.479356193142057,14.5860110053552
"18","117_CSBVS_18","CS_BVS",18.7616204975436,11.2569722985262,22.5139445970523,33.7709168955785,45.0278891941047,56.2848614926308,10.9554061144674,15,6.00861779223677,0.29634443682497,209.999999761581,8.70000004768372,2.04999995231628,14,204.299999713898,2.29999995231628,3,20,0.409854423292273,0.702547247329499,28.2418126445757
"19","118_CSBVS_19","CS_BVS",16.4039545790941,9.84237274745648,19.684745494913,29.5271182423694,39.3694909898259,49.2118637372824,10.2259062351231,18,5.86799275518717,0.333340992348408,243.699999332428,4.99999988079071,0.900000095367432,32,233.799999475479,4.79999995231628,1.80000019073486,27,0.138395261173936,0.596858638743455,25.260501099406
"20","119_CSBVS_20","CS_BVS",19.0990492274394,11.4594295364637,22.9188590729273,34.378288609391,45.8377181458547,57.2971476823183,5.2789671224807,10,5.53024958127882,0.282409473084562,107.900000095367,2.40000009536743,4.79999995231628,19,99.6000001430511,1.79999995231628,5.70000004768372,23,0.0308056872037915,-0.354389224338133,18.592695582039
"21","120_CSBVS_21","CS_BVS",16.921152158364,10.1526912950184,20.3053825900368,30.4580738850552,40.6107651800736,50.7634564750921,5.64070945329945,9,6.15349468818724,0.340191354543924,137.400000810623,3.20000004768372,2.89999985694885,27,123.900000095367,1.79999995231628,2.5,35,-0.118473895582329,-0.681116093672148,23.9488182114048
"22","121_CSBVS_22","CS_BVS",17.2806439686372,10.3683863811823,20.7367727623647,31.105159143547,41.4735455247294,51.8419319059117,11.3913353402137,15,6.23634922454287,0.336998168946721,252.099999904633,7.25000011920929,1.40000009536743,27,238.300000429153,5.60000014305115,1.79999995231628,28,0.27719298245614,0.508457711442786,22.3160184226379
"23","122_CSBVS_23","CS_BVS",16.2893183693891,9.77359102163345,19.5471820432669,29.3207730649003,39.0943640865338,48.8679551081672,6.19516567842908,13,6.40954049310954,0.362196310511926,151.5,3.89999985694885,2.10000002384186,32,138.200000524521,2.64999997615814,2.59999990463257,33,-0.0867659947414549,-0.383458646616541,19.6550500421089
"24","123_CSBVS_24","CS_BVS",13.7691189747207,8.26147138483243,16.5229427696649,24.7844141544973,33.0458855393297,41.3073569241622,4.12701024461558,3,7.12334849212926,0.460193564533495,122.59999871254,3.09999990463257,3.30000007152557,28,119.099999904633,1.85000002384186,3.60000014305115,37,-0.432905484247375,-0.602050326188257,14.1256980491976
"25","124_CSBVS_25","CS_BVS",16.1317824853036,9.67906949118214,19.3581389823643,29.0372084735464,38.7162779647285,48.3953474559107,6.26861652059446,8,6.00449746719141,0.34360411400286,140.900000572205,3.35000014305115,7.89999985694885,13,136.799999237061,0.199999809265137,5.70000004768372,25,-0.224846894138233,-0.0204301075268817,15.2094942994777
"26","125_CSBVS_26","CS_BVS",14.219785768289,8.53187146097338,17.0637429219468,25.5956143829202,34.1274858438935,42.6593573048669,9.84233999170542,16,6.34349331524533,0.441428176680752,257.500000238419,8.20000004768372,1.85000002384186,10,255.900000095367,2.70000004768372,2.89999997615814,10,-0.0209923664122137,-0.131201764057332,21.5414180992801
"27","126_CSBVS_27","CS_BVS",14.2443990807098,8.54663944842588,17.0932788968518,25.6399183452776,34.1865577937035,42.7331972421294,5.55660905566188,8,6.27882730931066,0.423838107838081,144.599998950958,3.29999995231628,3,15,142.999999046326,2.29999995231628,4.20000004768372,18,-0.184801381692573,0.0200759631036354,16.2537905011507
"28","127_CSBVS_28","CS_BVS",16.4701172559966,9.88207035359798,19.764140707196,29.6462110607939,39.5282814143919,49.4103517679899,10.4130831316345,19,6.19290352599434,0.349137431257455,250.399999856949,5.85000002384186,0.700000047683716,23,247.000000238419,6.5,1.95000004768372,16,0.0414893617021277,0.300089047195013,19.7188293623951
"29","128_CSBVS_29","CS_BVS",19.8907683511884,11.9344610107131,23.8689220214261,35.8033830321392,47.7378440428523,59.6723050535653,10.1651698177835,15,6.13361149210551,0.299996055692911,193.499999761581,3.05000007152557,1.29999995231628,29,189.799999713898,2.20000004768372,1.80000007152557,32,0.100065402223676,-0.168813559322034,23.380827509961
"30","129_CSBVS_30","CS_BVS",17.9368404626768,10.7621042776061,21.5242085552121,32.2863128328182,43.0484171104243,53.8105213880304,7.09793933070675,10,6.04963112992662,0.319875940380992,163.199999094009,4,1.74999988079071,28,156.900000095367,1.89999985694885,2.59999990463257,35,0.0685383980181668,-0.268973214285714,22.0714493231929
"31","130_CSBVS_31","CS_BVS",16.9821198679343,10.1892719207606,20.3785438415212,30.5678157622818,40.7570876830424,50.946359603803,6.37001750933309,6,5.82868053249925,0.323579137037334,135.200000047684,6.59999990463257,9.70000004768372,15,132.100000619888,0.700000047683716,4.89999985694885,25,0.248452696728559,0.460470085470085,28.8650362205339
"32","131_CSBVS_32","CS_BVS",18.3448317515152,11.0068990509091,22.0137981018182,33.0206971527273,44.0275962036365,55.0344952545456,13.7997247243468,22,6.52081298889889,0.337525895369029,283.799999952316,33.9499999284744,0.850000023841858,8,282.099999666214,46.3999998569489,2.25000011920929,6,0.0984182776801406,0.061898211829436,21.879602021293
"33","132_CSGR_1","CS_GR",17.3593898011375,10.4156338806825,20.831267761365,31.2469016420475,41.6625355227299,52.0781694034124,8.17357650257424,11,6.88016670560494,0.386551994399803,166.099999904633,4.80000007152557,1.45000004768372,16,164.200000047684,1.70000004768372,4.70000004768372,17,0.918861209964413,0.99874843554443,43.4987361810762
