frame	time	x	y	burst
192714	33	305	209	0
192715	80	305	209	0
192716	126	305	209	0
192717	167	305	209	0
192718	209	305	209	0
192719	251	305	209	0
192720	293	305	209	0
192721	336	305	209	0
192722	398	305	209	0
192723	439	305	209	0
192724	481	305	209	0
192725	522	305	209	0
192726	564	305	209	0
192727	606	305	209	0
192728	648	305	209	0
192729	692	305	209	0
192730	735	305	209	0
192731	776	305	209	0
192732	817	305	209	0
192733	861	305	209	0
192734	903	305	209	0
192735	944	305	209	0
192736	986	305	209	0
192737	1028	305	209	0
192738	1070	305	209	0
192739	1111	305	209	0
192740	1158	305	209	0
192741	1201	305	209	0
192742	1243	305	209	0
192743	1285	305	209	0
192744	1328	305	209	0
192745	1370	305	209	0
192746	1413	305	209	0
192747	1457	305	209	0
192748	1500	305	209	0
192749	1541	305	209	0
192750	1582	305	209	0
192751	1624	305	209	0
192752	1669	305	209	0
192753	1711	305	209	0
192754	1754	305	209	0
192755	1797	305	209	0
192756	1839	305	209	0
192757	1889	305	209	0
192758	1930	305	209	0
192759	1976	305	209	0
192760	2017	305	209	0
192761	2060	305	209	0
192762	2102	305	209	0
192763	2143	305	209	0
192764	2184	305	209	0
192765	2226	305	209	0
192766	2268	305	209	0
192767	2310	305	209	0
192768	2354	305	209	0
192769	2399	305	209	0
192770	2441	305	209	0
192771	2527	305	209	0
192772	2572	305	209	0
192773	2614	305	209	0
192774	2657	305	209	0
192775	2698	305	209	0
192776	2740	305	209	0
192777	2799	305	209	0
192778	2841	305	209	0
192779	2884	305	209	0
192780	2927	305	209	0
192781	2969	305	209	0
192782	3011	305	209	0
192783	3052	305	209	0
192784	3099	305	209	0
192785	3141	305	209	0
192786	3182	305	209	0
192787	3225	305	209	0
192788	3269	305	209	0
192789	3327	305	209	0
192790	3368	305	209	0
192791	3410	305	209	0
192792	3451	305	209	0
192793	3493	305	209	0
192794	3535	305	209	0
192795	3598	305	209	0
192796	3641	305	209	0
192797	3684	305	209	0
192798	3727	305	209	0
192799	3769	305	209	0
192800	3824	306	209	0
192801	3866	306	209	0
192802	3909	306	209	0
192803	3950	306	209	0
192804	3995	306	209	0
192805	4036	306	209	0
192806	4094	306	209	0
192807	4136	306	209	0
192808	4177	306	209	0
192809	4218	306	209	0
192810	4260	306	209	0
192811	4303	306	209	0
192812	4344	306	209	0
192813	4398	306	209	0
192814	4440	306	209	0
192815	4481	306	209	0
192816	4524	306	209	0
192817	4566	306	209	0
192818	4607	306	209	0
192819	4650	306	209	0
192820	4693	306	209	0
192821	4734	306	209	0
192822	4776	306	209	0
192823	4818	306	209	0
192824	4862	306	209	0
192825	4906	306	209	0
192826	4949	306	209	0
192827	4992	306	209	0
192828	5034	306	209	0
192829	5076	306	209	0
192830	5123	306	209	0
192831	5165	306	209	0
192832	5206	306	209	0
192833	5248	306	209	0
192834	5292	306	209	0
192835	5334	306	209	0
192836	5384	306	209	0
192837	5425	306	209	0
192838	5467	306	209	0
192839	5510	306	209	0
192840	5557	306	209	0
192841	5598	306	209	0
192842	5641	306	209	0
192843	5682	306	209	0
192844	5726	306	209	0
192845	5767	306	209	0
192846	5808	306	209	0
192847	5849	306	209	0
192848	5891	306	209	0
192849	5959	306	209	0
192850	6002	306	209	0
192851	6043	306	209	0
192852	6132	306	209	0
192853	6184	306	209	0
192854	6227	306	209	0
192855	6268	306	209	0
192856	6310	306	209	0
192857	6357	306	209	0
192858	6399	306	209	0
192859	6441	306	209	0
192860	6495	306	209	0
192861	6536	306	209	0
192862	6577	306	209	0
192863	6622	306	209	0
192864	6665	306	209	0
192865	6707	306	209	0
192866	6759	306	209	0
192867	6800	306	209	0
192868	6842	306	209	0
192869	6884	306	209	0
192870	6927	306	209	0
192871	6969	306	209	0
192872	7012	306	209	0
192873	7056	306	209	0
192874	7101	306	209	0
192875	7142	306	209	0
192876	7185	306	209	0
192877	7228	306	209	0
192878	7270	306	209	0
192879	7311	306	209	0
192880	7360	306	209	0
192881	7401	306	209	0
192882	7444	306	209	0
192883	7485	306	209	0
192884	7528	306	209	0
192885	7569	306	209	0
192886	7611	306	209	0
192887	7663	306	209	0
192888	7706	306	209	0
192889	7749	306	209	0
192890	7792	306	209	0
192891	7835	306	209	0
192892	7876	306	209	0
192893	7918	306	209	0
192894	7962	306	209	0
192895	8004	306	209	0
192896	8046	306	209	0
192897	8097	306	209	0
192898	8138	306	209	0
192899	8181	306	209	0
192900	8223	306	209	0
192901	8266	306	209	0
192902	8309	306	209	0
192903	8350	306	209	0
192904	8392	306	209	0
192905	8435	306	209	0
192906	8476	306	209	0
192907	8517	306	209	0
192908	8560	306	209	0
192909	8602	306	209	0
192910	8644	306	209	0
192911	8689	306	209	0
192912	8737	306	209	0
