frame	time	x	y	burst
50124	38	279	174	0
50125	108	279	174	0
50126	170	279	174	0
50127	238	279	175	0
50128	302	279	175	0
50129	367	279	175	0
50130	445	279	175	0
50131	511	279	175	0
50132	570	279	175	0
50133	637	279	175	0
50134	707	279	175	0
50135	772	279	175	0
50136	844	279	175	0
50137	903	279	175	0
50138	965	279	175	0
50139	1035	279	175	0
50140	1103	279	175	0
50141	1168	279	175	0
50142	1237	279	175	0
50143	1328	279	175	0
50144	1397	279	175	0
50145	1455	279	175	0
50146	1517	279	174	0
50147	1581	279	174	0
50148	1644	279	174	0
50149	1716	279	174	0
50150	1772	279	174	0
50151	1839	279	175	0
50152	1906	279	175	0
50153	1977	279	174	0
50154	2046	279	175	0
50155	2114	279	175	0
50156	2178	279	175	0
50157	2247	279	175	0
50158	2319	279	175	0
50159	2381	279	175	0
50160	2452	279	175	0
50161	2521	279	175	0
50162	2577	279	175	0
50163	2642	279	175	0
50164	2719	279	175	0
50165	2781	279	175	0
50166	2844	279	175	0
50167	2910	277	176	0
50168	2974	277	177	0
50169	3037	277	178	0
50170	3111	276	178	0
50171	3183	275	180	0
50172	3245	275	181	0
50173	3311	275	181	0
50174	3373	275	181	0
50175	3441	275	180	0
50176	3500	275	180	0
50177	3565	275	180	0
50178	3628	275	180	0
50179	3689	275	180	0
50180	3751	275	180	0
50181	3815	275	180	0
50182	3880	275	180	0
50183	3945	276	180	0
50184	4005	275	181	0
50185	4071	275	181	0
50186	4138	274	181	0
50187	4206	274	181	0
50188	4276	274	181	0
50189	4345	274	181	0
50190	4410	274	181	0
50191	4471	274	181	0
50192	4534	274	181	0
50193	4607	274	181	0
50194	4677	274	181	0
50195	4743	274	181	0
50196	4805	274	181	0
50197	4866	274	181	0
50198	4928	274	181	0
50199	4994	274	181	0
50200	5064	274	181	0
50201	5130	274	181	0
50202	5192	274	181	0
50203	5265	274	181	0
50204	5322	274	181	0
50205	5397	274	181	0
50206	5454	274	181	0
50207	5515	274	181	0
50208	5582	274	181	0
50209	5647	274	181	0
50210	5711	274	181	0
50211	5778	274	181	0
50212	5844	274	181	0
50213	5914	274	181	0
50214	5975	274	181	0
50215	6038	274	181	0
50216	6105	274	181	0
50217	6168	274	181	0
50218	6239	274	181	0
50219	6309	274	181	0
50220	6364	274	181	0
50221	6428	274	181	0
50222	6508	274	181	0
50223	6566	274	181	0
50224	6635	274	181	0
50225	6705	274	181	0
50226	6773	274	181	0
50227	6831	274	181	0
50228	6893	274	181	0
50229	6955	274	181	0
50230	7021	274	181	0
50231	7099	274	181	0
50232	7167	274	181	0
50233	7234	274	181	0
50234	7321	274	181	0
50235	7394	274	181	0
50236	7459	274	181	0
50237	7517	274	181	0
50238	7580	274	181	0
50239	7643	274	181	0
50240	7706	274	181	0
50241	7767	274	181	0
50242	7832	274	181	0
50243	7897	274	181	0
50244	7961	274	181	0
50245	8025	274	181	0
50246	8086	274	181	0
50247	8152	274	181	0
